Date,Hour,Year,datetime_est_text,datetime_est_iso,snow_depth_max_mm,precip_total_mm,stream_total_mm,et_mm,solar_mean_wm2,windspeed_mean_ms,windspeed_max_ms,airtemp_mean_oC,airtemp_min_oC,airtemp_max_oC,rh_pct
1/1/2022,0,2022,1/1/2022 0:00,2022-01-01T00:00:00-05:00,164.8,0,0.05,0,0,0,0,0.38,0,0.5,100
1/1/2022,1,2022,1/1/2022 1:00,2022-01-01T01:00:00-05:00,164.8,0,0.05,0,0,0.12,0.2,-0.12,-0.5,0,100
1/1/2022,2,2022,1/1/2022 2:00,2022-01-01T02:00:00-05:00,164.8,0,0.05,0,0,0.28,0.5,0,0,0,100
1/1/2022,3,2022,1/1/2022 3:00,2022-01-01T03:00:00-05:00,158.1,0,0.05,0,0,0.1,0.2,0.12,0,0.5,100
1/1/2022,4,2022,1/1/2022 4:00,2022-01-01T04:00:00-05:00,154.7,0,0.05,0,0,0.07,0.1,0,0,0,100
1/1/2022,5,2022,1/1/2022 5:00,2022-01-01T05:00:00-05:00,154.7,0,0.05,0,0,0,0,0,0,0,100
1/1/2022,6,2022,1/1/2022 6:00,2022-01-01T06:00:00-05:00,159.7,0,0.05,0,0,0.03,0.1,0,0,0,100
1/1/2022,7,2022,1/1/2022 7:00,2022-01-01T07:00:00-05:00,161.4,0,0.05,0,0.3,0.48,0.6,0.5,0.5,0.5,100
1/1/2022,8,2022,1/1/2022 8:00,2022-01-01T08:00:00-05:00,166.5,0.8,0.05,0,3.7,0.58,0.9,1,1,1,100
1/1/2022,9,2022,1/1/2022 9:00,2022-01-01T09:00:00-05:00,164.9,0.9,0.05,0.001,11.4,0.52,0.6,1.5,1.5,1.5,100
1/1/2022,10,2022,1/1/2022 10:00,2022-01-01T10:00:00-05:00,164.9,0.4,0.05,0.002,20.1,0.48,0.6,2.25,2,2.5,100
1/1/2022,11,2022,1/1/2022 11:00,2022-01-01T11:00:00-05:00,164.9,0.5,0.05,0.002,14.8,0.4,0.7,2.12,2,2.5,100
1/1/2022,12,2022,1/1/2022 12:00,2022-01-01T12:00:00-05:00,165.1,0.9,0.06,0.002,21.1,0.78,0.8,2,2,2,100
1/1/2022,13,2022,1/1/2022 13:00,2022-01-01T13:00:00-05:00,161.7,0.8,0.06,0.002,21.2,0.75,0.8,1.88,1.5,2,100
1/1/2022,14,2022,1/1/2022 14:00,2022-01-01T14:00:00-05:00,156.6,0,0.07,0.002,20.6,0.58,0.6,2,2,2,100
1/1/2022,15,2022,1/1/2022 15:00,2022-01-01T15:00:00-05:00,156.6,0,0.07,0.001,12.4,0.78,0.8,2,2,2,100
1/1/2022,16,2022,1/1/2022 16:00,2022-01-01T16:00:00-05:00,156.6,0,0.08,0,1.7,0.8,0.9,1.88,1.5,2,100
1/1/2022,17,2022,1/1/2022 17:00,2022-01-01T17:00:00-05:00,151.6,0,0.08,0,0,0.7,0.8,2,2,2,100
1/1/2022,18,2022,1/1/2022 18:00,2022-01-01T18:00:00-05:00,151.6,0,0.08,0,0,0.75,0.8,2,2,2,100
1/1/2022,19,2022,1/1/2022 19:00,2022-01-01T19:00:00-05:00,149.9,0,0.09,0,0,0.75,0.8,2.25,2,2.5,100
1/1/2022,20,2022,1/1/2022 20:00,2022-01-01T20:00:00-05:00,134.6,0,0.09,0,0,0.5,0.8,2.12,2,2.5,100
1/1/2022,21,2022,1/1/2022 21:00,2022-01-01T21:00:00-05:00,139.7,0,0.09,0,0,0.68,0.8,2.25,2,2.5,100
1/1/2022,22,2022,1/1/2022 22:00,2022-01-01T22:00:00-05:00,134.6,0,0.09,0,0,0.55,0.7,2.25,2,2.5,100
1/1/2022,23,2022,1/1/2022 23:00,2022-01-01T23:00:00-05:00,131.2,0,0.09,0,0,0.52,0.8,2.5,2.5,2.5,100
1/2/2022,0,2022,1/2/2022 0:00,2022-01-02T00:00:00-05:00,126.2,0,0.1,0,0,0.62,0.9,2.25,2,2.5,100
1/2/2022,1,2022,1/2/2022 1:00,2022-01-02T01:00:00-05:00,127.9,0.8,0.1,0,0,0.92,1.2,2.5,2.5,2.5,100
1/2/2022,2,2022,1/2/2022 2:00,2022-01-02T02:00:00-05:00,124.5,0.3,0.11,0,0,0.98,1.1,2.5,2.5,2.5,100
1/2/2022,3,2022,1/2/2022 3:00,2022-01-02T03:00:00-05:00,124.5,0,0.12,0,0,0.92,1,2.5,2.5,2.5,100
1/2/2022,4,2022,1/2/2022 4:00,2022-01-02T04:00:00-05:00,117.7,0.2,0.12,0,0,0.4,0.7,2,2,2,100
1/2/2022,5,2022,1/2/2022 5:00,2022-01-02T05:00:00-05:00,109.2,0.4,0.13,0,0,0.58,0.7,2,2,2,100
1/2/2022,6,2022,1/2/2022 6:00,2022-01-02T06:00:00-05:00,112.6,0,0.13,0,0,0.7,0.8,2,2,2,100
1/2/2022,7,2022,1/2/2022 7:00,2022-01-02T07:00:00-05:00,112.6,0.3,0.14,0,0.6,0.62,0.7,2,2,2,100
1/2/2022,8,2022,1/2/2022 8:00,2022-01-02T08:00:00-05:00,97.4,0.2,0.14,0.001,7.6,0.32,0.5,1.88,1.5,2,100
1/2/2022,9,2022,1/2/2022 9:00,2022-01-02T09:00:00-05:00,102.5,0.9,0.15,0.008,23.5,0.1,0.2,2,2,2,100
1/2/2022,10,2022,1/2/2022 10:00,2022-01-02T10:00:00-05:00,100.8,0.9,0.15,0.012,33,0.07,0.2,1.88,1.5,2,100
1/2/2022,11,2022,1/2/2022 11:00,2022-01-02T11:00:00-05:00,100.7,0.8,0.16,0.008,48.4,0.3,0.5,1.38,1,1.5,100
1/2/2022,12,2022,1/2/2022 12:00,2022-01-02T12:00:00-05:00,102.2,0.8,0.17,0.004,45.7,0.6,1,0.5,0,1,99.5
1/2/2022,13,2022,1/2/2022 13:00,2022-01-02T13:00:00-05:00,90.3,0.1,0.17,0.002,40.6,0.82,1.4,-0.25,-0.5,0,96.3
1/2/2022,14,2022,1/2/2022 14:00,2022-01-02T14:00:00-05:00,97.1,0,0.17,0.003,65.7,1.32,1.7,-0.5,-0.5,-0.5,91.2
1/2/2022,15,2022,1/2/2022 15:00,2022-01-02T15:00:00-05:00,100.5,0,0.17,0.001,38.3,1.32,1.7,-0.62,-1,-0.5,89.7
1/2/2022,16,2022,1/2/2022 16:00,2022-01-02T16:00:00-05:00,102.1,0,0.16,0,9.7,1.25,1.5,-1.62,-2,-1,92.3
1/2/2022,17,2022,1/2/2022 17:00,2022-01-02T17:00:00-05:00,100.3,0,0.16,0,0,0.98,1.1,-3.12,-3.5,-2.5,90.4
1/2/2022,18,2022,1/2/2022 18:00,2022-01-02T18:00:00-05:00,100.2,0,0.15,0,0,1.48,1.7,-4.75,-5.5,-4,88.4
1/2/2022,19,2022,1/2/2022 19:00,2022-01-02T19:00:00-05:00,100,0,0.15,0,0,1.48,1.7,-5.88,-6,-5.5,88.6
1/2/2022,20,2022,1/2/2022 20:00,2022-01-02T20:00:00-05:00,98.1,0,0.14,0,0,1.32,1.5,-6.88,-7,-6.5,90.1
1/2/2022,21,2022,1/2/2022 21:00,2022-01-02T21:00:00-05:00,96.2,0,0.14,0,0,1.1,1.2,-7.75,-8,-7.5,89.1
1/2/2022,22,2022,1/2/2022 22:00,2022-01-02T22:00:00-05:00,97.9,0,0.13,0,0,1.1,1.4,-8.75,-9,-8.5,86.6
1/2/2022,23,2022,1/2/2022 23:00,2022-01-02T23:00:00-05:00,97.6,0,0.13,0,0,1.02,1.2,-9.75,-10,-9.5,87.1
1/3/2022,0,2022,1/3/2022 0:00,2022-01-03T00:00:00-05:00,97.6,0,0.12,0,0,1.5,2,-10.75,-11,-10.5,87.8
1/3/2022,1,2022,1/3/2022 1:00,2022-01-03T01:00:00-05:00,95.7,0,0.12,0,0,1.8,2.1,-11.38,-11.5,-11,84
1/3/2022,2,2022,1/3/2022 2:00,2022-01-03T02:00:00-05:00,97.3,0,0.11,0,0,1.27,1.8,-12,-12,-12,84.3
1/3/2022,3,2022,1/3/2022 3:00,2022-01-03T03:00:00-05:00,97.3,0,0.11,0,0,0.62,1.5,-12.5,-13,-12,86.1
1/3/2022,4,2022,1/3/2022 4:00,2022-01-03T04:00:00-05:00,97.3,0,0.11,0,0,0.45,0.7,-13.12,-13.5,-13,90.7
1/3/2022,5,2022,1/3/2022 5:00,2022-01-03T05:00:00-05:00,98.9,0,0.11,0,0,0.65,1,-13.12,-13.5,-13,88
1/3/2022,6,2022,1/3/2022 6:00,2022-01-03T06:00:00-05:00,97.1,0,0.1,0,0,0.8,1.1,-13,-13.5,-12.5,84.5
1/3/2022,7,2022,1/3/2022 7:00,2022-01-03T07:00:00-05:00,97,0,0.1,0,2.6,1.02,1.1,-12.88,-13,-12.5,82.5
1/3/2022,8,2022,1/3/2022 8:00,2022-01-03T08:00:00-05:00,98.9,0,0.1,0.001,41.3,0.88,1.1,-11.75,-12.5,-11,72.4
1/3/2022,9,2022,1/3/2022 9:00,2022-01-03T09:00:00-05:00,100.7,0,0.1,0.003,93.3,0.98,1.2,-10.62,-11,-10.5,59.5
1/3/2022,10,2022,1/3/2022 10:00,2022-01-03T10:00:00-05:00,101,0,0.1,0.005,138.4,0.82,1,-9.88,-10.5,-9,57
1/3/2022,11,2022,1/3/2022 11:00,2022-01-03T11:00:00-05:00,104.4,0,0.1,0.006,171.4,0.82,1,-9,-9,-9,56.4
1/3/2022,12,2022,1/3/2022 12:00,2022-01-03T12:00:00-05:00,104.5,0,0.1,0.007,154.8,0.7,0.9,-8.25,-8.5,-8,55.7
1/3/2022,13,2022,1/3/2022 13:00,2022-01-03T13:00:00-05:00,104.7,0,0.09,0.007,124.2,0.52,0.9,-8.38,-8.5,-8,54.2
1/3/2022,14,2022,1/3/2022 14:00,2022-01-03T14:00:00-05:00,108.1,0,0.09,0.004,87.7,0.72,0.9,-8.88,-9,-8.5,54.9
1/3/2022,15,2022,1/3/2022 15:00,2022-01-03T15:00:00-05:00,104.4,0,0.09,0.001,44.6,0.9,1.1,-10,-10.5,-9.5,58.6
1/3/2022,16,2022,1/3/2022 16:00,2022-01-03T16:00:00-05:00,104.4,0,0.09,0,5.6,0.68,0.9,-10.75,-11,-10.5,63.4
1/3/2022,17,2022,1/3/2022 17:00,2022-01-03T17:00:00-05:00,104.4,0,0.09,0,0,0.98,1.5,-11.5,-11.5,-11.5,70.6
1/3/2022,18,2022,1/3/2022 18:00,2022-01-03T18:00:00-05:00,104.1,0,0.08,0,0,0.88,1.2,-11.88,-12,-11.5,65.6
1/3/2022,19,2022,1/3/2022 19:00,2022-01-03T19:00:00-05:00,105.8,0,0.08,0,0,0.75,0.9,-12.25,-12.5,-12,65.1
1/3/2022,20,2022,1/3/2022 20:00,2022-01-03T20:00:00-05:00,105.8,0,0.08,0,0,1.2,1.6,-12.5,-13,-12,64.8
1/3/2022,21,2022,1/3/2022 21:00,2022-01-03T21:00:00-05:00,105.8,0,0.07,0,0,0.98,1.2,-13.62,-14,-13.5,67.1
1/3/2022,22,2022,1/3/2022 22:00,2022-01-03T22:00:00-05:00,105.5,0,0.07,0,0,1.2,1.5,-13.38,-13.5,-13,60.6
1/3/2022,23,2022,1/3/2022 23:00,2022-01-03T23:00:00-05:00,105.5,0,0.07,0,0,1.18,1.4,-13.88,-14,-13.5,60.6
1/4/2022,0,2022,1/4/2022 0:00,2022-01-04T00:00:00-05:00,105.5,0,0.07,0,0,0.68,0.9,-14.5,-15,-14,67
1/4/2022,1,2022,1/4/2022 1:00,2022-01-04T01:00:00-05:00,105.5,0,0.07,0,0,0.5,0.7,-15.62,-16,-15,71.2
1/4/2022,2,2022,1/4/2022 2:00,2022-01-04T02:00:00-05:00,105.5,0,0.07,0,0,0.32,0.6,-16.62,-17,-16.5,77.2
1/4/2022,3,2022,1/4/2022 3:00,2022-01-04T03:00:00-05:00,105.5,0,0.07,0,0,0.3,0.6,-17.38,-17.5,-17,82.4
1/4/2022,4,2022,1/4/2022 4:00,2022-01-04T04:00:00-05:00,105.5,0,0.07,0,0,1.15,1.2,-15.25,-15.5,-15,63.7
1/4/2022,5,2022,1/4/2022 5:00,2022-01-04T05:00:00-05:00,105.5,0,0.07,0,0,0.95,1.1,-15,-15,-15,64
1/4/2022,6,2022,1/4/2022 6:00,2022-01-04T06:00:00-05:00,105.5,0,0.07,0,0,0.72,1.1,-14.88,-15,-14.5,64.5
1/4/2022,7,2022,1/4/2022 7:00,2022-01-04T07:00:00-05:00,105.5,0,0.07,0,3.9,0.8,0.9,-14.75,-15,-14.5,64.5
1/4/2022,8,2022,1/4/2022 8:00,2022-01-04T08:00:00-05:00,105.5,0,0.07,0.002,50.8,0.72,0.8,-12.88,-14,-12,59.4
1/4/2022,9,2022,1/4/2022 9:00,2022-01-04T09:00:00-05:00,102.4,0,0.07,0.009,159.2,0.48,0.6,-11,-12,-10,61
1/4/2022,10,2022,1/4/2022 10:00,2022-01-04T10:00:00-05:00,104.3,0,0.07,0.012,267.5,0.65,0.7,-9.12,-10,-8,54.6
1/4/2022,11,2022,1/4/2022 11:00,2022-01-04T11:00:00-05:00,99.9,0,0.07,0.017,386.9,0.85,1,-5.62,-7,-4.5,47.4
1/4/2022,12,2022,1/4/2022 12:00,2022-01-04T12:00:00-05:00,99.9,0,0.07,0.012,416.5,1.38,1.6,-4.62,-5,-4.5,48
1/4/2022,13,2022,1/4/2022 13:00,2022-01-04T13:00:00-05:00,96.5,0,0.07,0.007,200.4,1.07,1.3,-5,-5.5,-4.5,55.9
1/4/2022,14,2022,1/4/2022 14:00,2022-01-04T14:00:00-05:00,95.4,0,0.07,0.005,161.2,1.35,1.5,-5.5,-6,-5,60.3
1/4/2022,15,2022,1/4/2022 15:00,2022-01-04T15:00:00-05:00,97.1,0,0.07,0.001,31.9,1.23,1.7,-6.38,-6.5,-6,67.9
1/4/2022,16,2022,1/4/2022 16:00,2022-01-04T16:00:00-05:00,100.2,0,0.07,0.001,7.4,0.3,0.4,-7.25,-8,-7,74.5
1/4/2022,17,2022,1/4/2022 17:00,2022-01-04T17:00:00-05:00,98.2,0,0.06,0,0,0.22,0.4,-8,-8,-8,83.9
1/4/2022,18,2022,1/4/2022 18:00,2022-01-04T18:00:00-05:00,99.6,0,0.06,0,0,0.35,0.5,-7.88,-8,-7.5,87.8
1/4/2022,19,2022,1/4/2022 19:00,2022-01-04T19:00:00-05:00,99.6,0,0.06,0,0,0.2,0.3,-7.25,-7.5,-7,86.4
1/4/2022,20,2022,1/4/2022 20:00,2022-01-04T20:00:00-05:00,99.6,0,0.06,0,0,0.58,0.7,-8.25,-8.5,-8,89.4
1/4/2022,21,2022,1/4/2022 21:00,2022-01-04T21:00:00-05:00,99.6,0,0.06,0,0,0.68,0.7,-8.5,-8.5,-8.5,91.2
1/4/2022,22,2022,1/4/2022 22:00,2022-01-04T22:00:00-05:00,99.6,0,0.06,0,0,0.6,0.7,-8.25,-8.5,-8,91.4
1/4/2022,23,2022,1/4/2022 23:00,2022-01-04T23:00:00-05:00,99.6,0,0.06,0,0,0.68,0.8,-8.12,-8.5,-8,91.4
1/5/2022,0,2022,1/5/2022 0:00,2022-01-05T00:00:00-05:00,99.6,0,0.06,0,0,0.75,0.8,-8.5,-8.5,-8.5,92
1/5/2022,1,2022,1/5/2022 1:00,2022-01-05T01:00:00-05:00,99.6,0,0.06,0,0,0.72,0.8,-8.5,-8.5,-8.5,92.4
1/5/2022,2,2022,1/5/2022 2:00,2022-01-05T02:00:00-05:00,99.6,0,0.06,0,0,0.65,0.7,-8.12,-8.5,-8,92
1/5/2022,3,2022,1/5/2022 3:00,2022-01-05T03:00:00-05:00,99.6,0,0.06,0,0,0.55,0.8,-8,-8,-8,92.3
1/5/2022,4,2022,1/5/2022 4:00,2022-01-05T04:00:00-05:00,99.6,0,0.06,0,0,0.4,0.5,-8.5,-8.5,-8.5,92.1
1/5/2022,5,2022,1/5/2022 5:00,2022-01-05T05:00:00-05:00,99.6,0,0.06,0,0,0.55,0.6,-8.88,-9,-8.5,92
1/5/2022,6,2022,1/5/2022 6:00,2022-01-05T06:00:00-05:00,97.9,0,0.06,0,0,0.32,0.5,-8.62,-9,-8.5,91.4
1/5/2022,7,2022,1/5/2022 7:00,2022-01-05T07:00:00-05:00,99.6,0,0.06,0,2.7,0.42,0.6,-8.5,-8.5,-8.5,90.9
1/5/2022,8,2022,1/5/2022 8:00,2022-01-05T08:00:00-05:00,99.6,0,0.06,0.002,19.8,0.4,0.5,-7.5,-8,-6.5,88.1
1/5/2022,9,2022,1/5/2022 9:00,2022-01-05T09:00:00-05:00,99.6,0,0.06,0.012,74.8,0.2,0.4,-4.88,-6,-4,80.9
1/5/2022,10,2022,1/5/2022 10:00,2022-01-05T10:00:00-05:00,99.9,0,0.06,0.006,49.1,0.3,0.4,-3.75,-4,-3.5,85.9
1/5/2022,11,2022,1/5/2022 11:00,2022-01-05T11:00:00-05:00,100,0,0.06,0.007,35.6,0.17,0.3,-3,-3.5,-2.5,92.4
1/5/2022,12,2022,1/5/2022 12:00,2022-01-05T12:00:00-05:00,100.2,0,0.06,0.005,32.2,0.25,0.5,-2.5,-2.5,-2.5,96.6
1/5/2022,13,2022,1/5/2022 13:00,2022-01-05T13:00:00-05:00,101.9,0,0.06,0.005,23.3,0.17,0.3,-2.12,-2.5,-2,98.5
1/5/2022,14,2022,1/5/2022 14:00,2022-01-05T14:00:00-05:00,101.9,0,0.06,0.002,17.7,0.3,0.5,-1.75,-2,-1.5,100
1/5/2022,15,2022,1/5/2022 15:00,2022-01-05T15:00:00-05:00,101.9,0,0.06,0.002,16.1,0.32,0.5,-1.25,-1.5,-1,100
1/5/2022,16,2022,1/5/2022 16:00,2022-01-05T16:00:00-05:00,105.3,0,0.06,0,2.4,0.42,0.6,-1.25,-1.5,-1,100
1/5/2022,17,2022,1/5/2022 17:00,2022-01-05T17:00:00-05:00,105.3,0,0.06,0,0,0.42,0.5,-1,-1,-1,100
1/5/2022,18,2022,1/5/2022 18:00,2022-01-05T18:00:00-05:00,105.4,0,0.06,0,0,0.2,0.3,-1,-1,-1,100
1/5/2022,19,2022,1/5/2022 19:00,2022-01-05T19:00:00-05:00,105.3,0,0.06,0,0,0.28,0.3,-0.88,-1,-0.5,100
1/5/2022,20,2022,1/5/2022 20:00,2022-01-05T20:00:00-05:00,105.5,0,0.06,0,0,0.17,0.3,-0.5,-0.5,-0.5,100
1/5/2022,21,2022,1/5/2022 21:00,2022-01-05T21:00:00-05:00,100.5,0,0.06,0,0,0.28,0.3,-0.5,-0.5,-0.5,100
1/5/2022,22,2022,1/5/2022 22:00,2022-01-05T22:00:00-05:00,102.2,0,0.06,0,0,0.58,0.7,-1.25,-1.5,-1,100
1/5/2022,23,2022,1/5/2022 23:00,2022-01-05T23:00:00-05:00,102.1,0,0.06,0,0,0.6,0.6,-1.5,-1.5,-1.5,100
1/6/2022,0,2022,1/6/2022 0:00,2022-01-06T00:00:00-05:00,105.3,0,0.06,0,0,0.38,0.4,-1.38,-2,-1,100
1/6/2022,1,2022,1/6/2022 1:00,2022-01-06T01:00:00-05:00,105.3,0,0.06,0,0,0.5,0.6,-1.5,-1.5,-1.5,100
1/6/2022,2,2022,1/6/2022 2:00,2022-01-06T02:00:00-05:00,105.3,0,0.06,0,0,0.48,0.7,-1.88,-2,-1.5,100
1/6/2022,3,2022,1/6/2022 3:00,2022-01-06T03:00:00-05:00,110.3,0,0.06,0,0,0.5,0.8,-2.25,-2.5,-2,99.2
1/6/2022,4,2022,1/6/2022 4:00,2022-01-06T04:00:00-05:00,105.3,0,0.06,0,0,0.98,1,-1.12,-1.5,-0.5,90.3
1/6/2022,5,2022,1/6/2022 5:00,2022-01-06T05:00:00-05:00,101.9,0.4,0.06,0,0,0.78,0.9,-1,-1.5,-0.5,92
1/6/2022,6,2022,1/6/2022 6:00,2022-01-06T06:00:00-05:00,96.8,0.3,0.06,0,0,0.95,1,-1.5,-1.5,-1.5,92.1
1/6/2022,7,2022,1/6/2022 7:00,2022-01-06T07:00:00-05:00,100.2,0,0.06,0,1.8,1.5,1.9,-2.12,-2.5,-1.5,82.6
1/6/2022,8,2022,1/6/2022 8:00,2022-01-06T08:00:00-05:00,105.3,0,0.06,0.001,15.5,0.75,1.1,-2.75,-3,-2.5,79.3
1/6/2022,9,2022,1/6/2022 9:00,2022-01-06T09:00:00-05:00,105.3,0,0.05,0.006,104,0.88,0.9,-1.75,-2.5,-1.5,72.7
1/6/2022,10,2022,1/6/2022 10:00,2022-01-06T10:00:00-05:00,105.3,0,0.05,0.008,120.7,0.7,0.9,-1.38,-1.5,-1,67.8
1/6/2022,11,2022,1/6/2022 11:00,2022-01-06T11:00:00-05:00,105.3,0,0.05,0.005,81.2,0.7,0.8,-1.88,-2,-1.5,69
1/6/2022,12,2022,1/6/2022 12:00,2022-01-06T12:00:00-05:00,101.9,0,0.05,0.005,86.5,0.78,1,-2,-2,-2,71.5
1/6/2022,13,2022,1/6/2022 13:00,2022-01-06T13:00:00-05:00,100.2,0,0.05,0.007,125.2,0.85,1,-1.62,-2,-1.5,69.5
1/6/2022,14,2022,1/6/2022 14:00,2022-01-06T14:00:00-05:00,95.1,0,0.05,0.005,95.2,0.8,1,-1.88,-2,-1.5,66.8
1/6/2022,15,2022,1/6/2022 15:00,2022-01-06T15:00:00-05:00,90,0,0.05,0.004,51.7,0.62,0.8,-2.5,-3,-1.5,70
1/6/2022,16,2022,1/6/2022 16:00,2022-01-06T16:00:00-05:00,100.2,0,0.05,0.001,7,0.45,0.6,-3.88,-4.5,-3.5,75.3
1/6/2022,17,2022,1/6/2022 17:00,2022-01-06T17:00:00-05:00,93.2,0,0.05,0,0,0.52,0.8,-4.88,-5.5,-4.5,79.3
1/6/2022,18,2022,1/6/2022 18:00,2022-01-06T18:00:00-05:00,99.9,0,0.05,0,0,0.52,0.7,-5.12,-5.5,-5,81.1
1/6/2022,19,2022,1/6/2022 19:00,2022-01-06T19:00:00-05:00,98.2,0,0.05,0,0,0.55,0.6,-4.88,-5,-4.5,80
1/6/2022,20,2022,1/6/2022 20:00,2022-01-06T20:00:00-05:00,94.8,0,0.05,0,0,0.42,0.5,-5,-5,-5,86
1/6/2022,21,2022,1/6/2022 21:00,2022-01-06T21:00:00-05:00,98.1,0,0.05,0,0,0.28,0.5,-5.38,-5.5,-5,87.7
1/6/2022,22,2022,1/6/2022 22:00,2022-01-06T22:00:00-05:00,94.8,0,0.05,0,0,0.22,0.4,-5.5,-5.5,-5.5,88.8
1/6/2022,23,2022,1/6/2022 23:00,2022-01-06T23:00:00-05:00,94.8,0,0.05,0,0,0.32,0.5,-5.5,-5.5,-5.5,89.6
1/7/2022,0,2022,1/7/2022 0:00,2022-01-07T00:00:00-05:00,94.7,0,0.05,0,0,0.28,0.3,-5.5,-5.5,-5.5,88.5
1/7/2022,1,2022,1/7/2022 1:00,2022-01-07T01:00:00-05:00,98.1,0,0.05,0,0,0.1,0.2,-5.5,-5.5,-5.5,89
1/7/2022,2,2022,1/7/2022 2:00,2022-01-07T02:00:00-05:00,98.2,0,0.05,0,0,0.05,0.1,-5.5,-5.5,-5.5,89.4
1/7/2022,3,2022,1/7/2022 3:00,2022-01-07T03:00:00-05:00,98.1,0,0.05,0,0,0.17,0.4,-6,-6,-6,91.6
1/7/2022,4,2022,1/7/2022 4:00,2022-01-07T04:00:00-05:00,98.1,0,0.05,0,0,0.28,0.5,-5.5,-5.5,-5.5,91.3
1/7/2022,5,2022,1/7/2022 5:00,2022-01-07T05:00:00-05:00,89.7,0.3,0.05,0,0,0.12,0.3,-5.5,-5.5,-5.5,95.5
1/7/2022,6,2022,1/7/2022 6:00,2022-01-07T06:00:00-05:00,103.3,0.4,0.05,0,0,0.05,0.1,-5.5,-5.5,-5.5,96.4
1/7/2022,7,2022,1/7/2022 7:00,2022-01-07T07:00:00-05:00,104.9,1.1,0.05,0,0.3,0.05,0.1,-5.5,-5.5,-5.5,96.8
1/7/2022,8,2022,1/7/2022 8:00,2022-01-07T08:00:00-05:00,116.7,1.5,0.05,0,4.4,0.3,0.5,-5.5,-5.5,-5.5,96.3
1/7/2022,9,2022,1/7/2022 9:00,2022-01-07T09:00:00-05:00,147.3,0.9,0.05,0.001,12.3,0.28,0.3,-5,-5,-5,94.8
1/7/2022,10,2022,1/7/2022 10:00,2022-01-07T10:00:00-05:00,150.7,1.1,0.05,0.002,20.1,0.28,0.4,-4.5,-4.5,-4.5,93
1/7/2022,11,2022,1/7/2022 11:00,2022-01-07T11:00:00-05:00,145.6,0.3,0.05,0.002,35.9,0.62,1,-4.5,-4.5,-4.5,88.2
1/7/2022,12,2022,1/7/2022 12:00,2022-01-07T12:00:00-05:00,149,0.2,0.05,0.001,41.3,1.12,1.4,-4.5,-4.5,-4.5,86.8
1/7/2022,13,2022,1/7/2022 13:00,2022-01-07T13:00:00-05:00,150.7,0.6,0.05,0.001,42.1,1.3,1.4,-4.5,-4.5,-4.5,88.7
1/7/2022,14,2022,1/7/2022 14:00,2022-01-07T14:00:00-05:00,130.4,0.4,0.05,0.002,50.3,1.32,1.4,-4.62,-5,-4.5,85.8
1/7/2022,15,2022,1/7/2022 15:00,2022-01-07T15:00:00-05:00,147.3,0.2,0.05,0.001,27.4,1.5,1.7,-5.38,-5.5,-5,87.6
1/7/2022,16,2022,1/7/2022 16:00,2022-01-07T16:00:00-05:00,135.5,0.4,0.05,0,5.8,1.27,1.6,-5.88,-6,-5.5,93.6
1/7/2022,17,2022,1/7/2022 17:00,2022-01-07T17:00:00-05:00,,0.3,0.05,0,0,1.73,2,-6.25,-6.5,-6,84.7
1/7/2022,18,2022,1/7/2022 18:00,2022-01-07T18:00:00-05:00,157.2,0,0.05,0,0,1.77,1.9,-7,-7.5,-6.5,75
1/7/2022,19,2022,1/7/2022 19:00,2022-01-07T19:00:00-05:00,165.7,0,0.05,0,0,1.3,1.3,-8,-8.5,-7.5,74.2
1/7/2022,20,2022,1/7/2022 20:00,2022-01-07T20:00:00-05:00,167.4,0,0.05,0,0,1.2,1.4,-8.75,-9,-8.5,79.8
1/7/2022,21,2022,1/7/2022 21:00,2022-01-07T21:00:00-05:00,155.4,0,0.05,0,0,1.05,1.2,-9.25,-9.5,-9,83
1/7/2022,22,2022,1/7/2022 22:00,2022-01-07T22:00:00-05:00,53.6,0,0.05,0,0,1.4,1.7,-10.25,-10.5,-10,77.5
1/7/2022,23,2022,1/7/2022 23:00,2022-01-07T23:00:00-05:00,,0,0.05,0,0,1.3,1.4,-10.88,-11,-10.5,79.9
1/8/2022,0,2022,1/8/2022 0:00,2022-01-08T00:00:00-05:00,134.8,0,0.05,0,0,1.75,2.2,-12,-12.5,-11.5,81
1/8/2022,1,2022,1/8/2022 1:00,2022-01-08T01:00:00-05:00,141.4,0,0.05,0,0,1.35,1.6,-13.5,-14,-13,82.3
1/8/2022,2,2022,1/8/2022 2:00,2022-01-08T02:00:00-05:00,121,0,0.05,0,0,2,2.2,-14.5,-15,-14,78.4
1/8/2022,3,2022,1/8/2022 3:00,2022-01-08T03:00:00-05:00,76.7,0,0.05,0,0,2.15,2.6,-15.12,-15.5,-15,77.6
1/8/2022,4,2022,1/8/2022 4:00,2022-01-08T04:00:00-05:00,,0,0.05,0,0,2.08,2.4,-15.5,-15.5,-15.5,77.6
1/8/2022,5,2022,1/8/2022 5:00,2022-01-08T05:00:00-05:00,,0,0.04,0,0,2.4,2.8,-15.88,-16,-15.5,78.4
1/8/2022,6,2022,1/8/2022 6:00,2022-01-08T06:00:00-05:00,61.4,0,0.04,0,0,2.08,2.4,-16.12,-16.5,-16,79.4
1/8/2022,7,2022,1/8/2022 7:00,2022-01-08T07:00:00-05:00,135.9,0,0.04,0,3.9,2,2,-16,-16,-16,80.2
